Nr,Nr per journal,Journal,Year,Volume,Issue,Title,Study,Design,Within or Between?,Empirical?,N,N unequivocal?,Power analysis conducted?,Include study?
417,174,PSE,2023,64,1,"Effects of acute endurance, strength, and coordination exercise interventions on attention in adolescents: A randomized controlled study",1,1,2,1,80,1,1,1
418,175,PSE,2023,64,1,Examining the roles of experiential avoidance and cognitive fusion on the effects from mindfulness to athlete burnout: A longitudinal study,1,3,,1,280,1,0,1
419,176,PSE,2023,64,1,Exploring coaches’ experiences and perceptions of a virtual parasport coach mentorship program,1,,,1,44,1,,0
420,177,PSE,2023,64,1,Gender stereotypes and motor performance: How explicit and implicit stereotypes influence girls standing long jump and anxiety,1,1,2,1,204,1,1,1
421,178,PSE,2023,64,1,Gritting One’s way to success – Grit explains skill in elite youth soccer players beyond (deliberate) practice,1,3,,1,388,1,1,1
422,179,PSE,2023,64,1,Long-term efficacy of exercise across diagnostically heterogenous mental disorders and the mediating role of affect regulation skills,1,1,2,1,74,1,1,1
423,180,PSE,2023,64,1,Longitudinal affective response to high-intensity interval training and moderate-intensity continuous training in overweight women with polycystic ovary syndrome: A randomised trial,1,1,2,1,29,1,0,1
424,181,PSE,2023,64,1,Perceiving the inertial properties of actions in anticipation skill,1,1,2,1,30,1,1,1
425,182,PSE,2023,64,1,Protective effect of aerobic fitness on the detrimental influence of exhaustive exercise on information processing capacity,1,1,2,1,66,1,0,1
426,183,PSE,2023,64,1,Psychological well-being and exercise addiction: The treatment effects of an REBT intervention for females,1,,,1,3,1,,0
427,184,PSE,2023,64,1,Self and proxy (parents and teachers’) reports of child motor competence: A three-year longitudinal study,1,3,,1,108,1,0,1
428,185,PSE,2023,64,1,Specific effect of a cognitive-motor dual-task training on sport performance and brain processing associated with decision-making in semi-elite basketball players,1,1,2,1,52,1,1,1
429,186,PSE,2023,64,1,Sport parenting during the COVID-19 pandemic: Perceptions of parents and youth in Australia,1,,,1,29,1,,0
430,187,PSE,2023,64,1,Testing motivational and self-regulatory mechanisms of action on device-measured physical activity in the context of a weight loss maintenance digital intervention: A secondary analysis of the NoHoW trial,1,4,,1,766,1,,0
431,188,PSE,2023,64,1,The effects of physical activity timing and complexity on episodic memory: A randomized controlled trial,1,1,2,1,45,1,1,1
432,189,PSE,2023,64,1,The effects of physical activity timing and complexity on episodic memory: A randomized controlled trial,2,1,2,1,51,1,0,1
433,190,PSE,2023,64,1,The recognition of affective states associated with players’ non-verbal behavior in volleyball,1,1,1,1,111,1,1,1
434,191,PSE,2023,64,1,"Trainee clinical, and sport and exercise psychologists’ experiences of professional development: A longitudinal study",1,,,1,18,1,,0
435,192,PSE,2023,64,1,Understanding physical activity declines during COVID-19: The affective repercussions of disruption to exercise routines,1,3,,1,373,1,1,1
436,193,PSE,2023,64,1,Understanding physical education teachers’ motivational outcomes and feasibility beliefs to implement motivational strategies: The role of perceived pressures from a variable- and person-centered approach,1,3,,1,217,1,0,1
437,194,PSE,2023,65,1,A developmental perspective on decision making in young soccer players: The role of executive functions,1,1,2,1,128,1,1,1
438,195,PSE,2023,65,1,A new Bayesian procedure for the estimation of the referees’ decision thresholds and agreement. The case of professional handball refereeing,1,1,1,1,56,1,0,1
439,196,PSE,2023,65,1,An extended validation of the Communal Coping Strategies Inventory for Competitive Team Sports: A multilevel approach,1,,,1,380,1,,0
440,197,PSE,2023,65,1,An extended validation of the Communal Coping Strategies Inventory for Competitive Team Sports: A multilevel approach,2,,,1,641,1,,0
441,198,PSE,2023,65,1,Applying state space grids methods to characterize counsellor-client interactions in a physical activity behavioural intervention for adults with disabilities,1,,,1,14,1,,0
442,199,PSE,2023,65,1,Athlete doping confrontation efficacy and confrontation likelihood?,1,3,,1,155,1,1,1
443,200,PSE,2023,65,1,Biological and psychological predictors of heart rate patterns during physical activity,1,1,3,1,189,0,0,0
444,201,PSE,2023,65,1,Brain dynamics of visual anticipation during spatial occlusion tasks in expert tennis players,1,1,2,1,37,1,1,1
445,202,PSE,2023,65,1,Creating the conditions for psychological safety and its impact on quality coach-athlete relationships,1,3,,1,379,1,0,1
446,203,PSE,2023,65,1,Enduring stress: A quantitative analysis on coping profiles and sport well-being in amateur endurance athletes,1,3,,1,398,1,0,1
447,204,PSE,2023,65,1,Global and appearance-contingent self-esteem: Associations with health and attractiveness exercise reasons,1,3,,1,209,1,1,1
448,205,PSE,2023,65,1,"How class cohesion and teachers’ relatedness supportive/thwarting style relate to students’ relatedness, motivation, and positive and negative outcomes in physical education",1,3,,1,1294,1,0,1
449,206,PSE,2023,65,1,How divergent are children’s divergent movements? The role of cognition and expertise in a class-randomized cross-over tria,1,1,3,1,165,1,0,1
450,207,PSE,2023,65,1,Interactive effects of dispositional mindfulness and PETTLEP imagery training on basketball shooting performance: A randomized controlled trial,1,1,2,1,73,1,0,1
451,208,PSE,2023,65,1,QEEG markers of superior shooting performance in skilled marksmen: An investigation of cortical activity on psychomotor efficiency hypothesis,1,2,,1,35,1,1,1
452,209,PSE,2023,65,1,Resilience characterized and quantified from physical activity data: A tutorial in R,1,,,0,,,,0
453,210,PSE,2023,65,1,Surf therapy for improving child and adolescent mental health: A pilot randomised control trial,1,1,2,1,36,1,0,1
454,211,PSE,2023,65,1,The association of families’ socioeconomic and demographic characteristics with parents’ perceived barriers to returning to youth sport following the COVID-19 pandemic?,1,3,,1,6183,1,0,1
455,212,PSE,2023,65,1,The effect of acute exercise on cognitive and motor inhibition – Does fitness moderate this effect?,1,1,2,1,36,1,1,1
456,213,PSE,2023,65,1,The impact of physical load on duration estimation in sport,1,1,2,1,86,1,1,1
457,214,PSE,2023,65,1,The obligation to succeed when it matters the most–The influence of skill and pressure on the success in football penalty kicks,1,,,1,,,,0
458,215,PSE,2023,66,1,A one-year follow-up of the cognitive and psycho-behavioural skills in artistic gymnastics,1,3,,1,53,0,0,0
459,216,PSE,2023,66,1,A test of the 2 × 2 Model of Perfectionistic Pressure in youth sport,1,3,,1,210,1,0,1
460,217,PSE,2023,66,1,Acute exercise and children’s cognitive functioning: What is the optimal dose of cognitive challenge??,1,1,2,1,103,1,1,1
461,218,PSE,2023,66,1,Advancing a grounded theory of parental support in competitive girls’ golf,1,,,1,61,1,,0
462,219,PSE,2023,66,1,Associations between physical activity and proactive control and the modulating role of working memory,1,2,,1,132,1,1,1
463,220,PSE,2023,66,1,Does learning a skill with the expectation of teaching it impair the skill’s execution under psychological pressure if the skill is learned with analogy instructions?,1,1,2,1,156,1,1,1
464,221,PSE,2023,66,1,Does success breed success? An investigation of momentum in elite recurve archery,1,,,1,,,,0
465,222,PSE,2023,66,1,Dynamics and moderating factors of esport participation and loneliness: A daily diary study,1,3,,1,216,1,1,1
466,223,PSE,2023,66,1,Interpersonal coordination tendencies and perception of visual information for decision-making in futsal,1,4,,1,32,0,0,0
467,224,PSE,2023,66,1,Latent profile analysis of physical activity motivation during behavioral weight loss treatment,1,1,1,1,281,1,0,1
468,225,PSE,2023,66,1,Macronutrient intake as a prospective predictor of depressive symptom severity: An exploratory study with adolescent elite athletes,1,3,,1,97,1,0,1
469,226,PSE,2023,66,1,No relevant spectator impact on home advantage in male and female professional volleyball – A longitudinal multilevel logistic model analysis over 25 years,1,,,1,,,,0
470,227,PSE,2023,66,1,Perfectionism and doping willingness in athletes: The mediating role of moral disengagement,1,3,,1,204,1,1,1
471,228,PSE,2023,66,1,Rating of perceived effort but relative to what? A comparison between imposed and self-selected anchors,1,1,2,1,25,1,0,1
472,229,PSE,2023,66,1,Sleep disturbances and depression are bidirectionally associated among college student athletes across COVID-19 pandemic exposure classes,1,3,,1,2098,1,0,1
473,230,PSE,2023,66,1,Systems factorial technology provides novel insights into the cognitive processing characteristics of open-skill athletes,1,2,,1,81,1,0,1
474,231,PSE,2023,66,1,That looks easy! Evidence against the benefits of an easier criterion of success for enhancing motor learning,1,1,2,1,80,1,1,1
475,232,PSE,2023,66,1,The causal impacts of empty stadiums on women’s sports activities: Evidence from European football leagues,1,,,1,,,,0
476,233,PSE,2023,66,1,The introduction of the Video Assistant Referee supports the fairness of the game – An analysis of the home advantage in the German Bundesliga,1,,,1,,,,0
477,234,PSE,2023,66,1,The mediating role of neurocognitive functions in the relation between physical competencies and academic achievement of primary school children,1,3,,1,891,1,0,1
478,235,PSE,2023,66,1,The mediational role of motivation in the model of motor development in childhood: A longitudinal study,1,3,,1,361,1,0,1
479,236,PSE,2023,66,1,The undoing-hypothesis in athletes - three pilot studies testing the effect of positive emotions on athletes’ psychophysiological recovery,1,1,2,1,19,1,0,1
480,237,PSE,2023,66,1,The undoing-hypothesis in athletes - three pilot studies testing the effect of positive emotions on athletes’ psychophysiological recovery,2,1,2,1,14,1,0,1
481,238,PSE,2023,66,1,The undoing-hypothesis in athletes - three pilot studies testing the effect of positive emotions on athletes’ psychophysiological recovery,3,1,1,1,13,1,0,1
482,239,PSE,2023,67,1,A framework to explain the in-match decision-making of elite Australian football coaches,1,,,1,6,1,,0
483,240,PSE,2023,67,1,A random forest approach to explore how situational variables affect perceived exertion of elite youth soccer players,1,3,,1,35,1,0,1
484,241,PSE,2023,67,1,An ecological momentary assessment study of affectively-charged motivational states and physical activity,1,3,,1,60,1,0,1
485,242,PSE,2023,67,1,Are trait self-control and self-control resources mediators of relations between executive functions and health behaviors?,1,3,,1,385,1,1,1
486,243,PSE,2023,67,1,Child perceived motor competence as a moderator between physical activity parenting and child objectively measured physical activity,1,3,,1,396,1,0,1
487,244,PSE,2023,67,1,"Connections between caring climate, self-compassion, self-pity, and reactions to an emotionally difficult sport situation?",1,3,,1,224,1,0,1
488,245,PSE,2023,67,1,Digital media and mental health in adolescent athletes,1,3,,1,591,1,1,1
489,246,PSE,2023,67,1,Effect of a motor skill-based intervention in the relationship of individual and contextual factors in children with and without Developmental Coordination Disorder from low-income families,1,1,2,1,255,1,0,1
490,247,PSE,2023,67,1,"Effect of brief mindfulness and relaxation inductions on anxiety, affect and brain activation in athletes",1,1,2,1,35,1,1,1
491,248,PSE,2023,67,1,Experiences with social support among older adult women participating in gay square dancing,1,,,1,14,1,,0
492,249,PSE,2023,67,1,Exploring the impact of individualized pleasure-oriented exercise sessions in a health club setting: Protocol for a randomized controlled trial,1,4,,1,,,,0
493,250,PSE,2023,67,1,Flow and outdoor adventure recreation: Using flow measures to re-examine motives for participation,1,3,,1,199,1,0,1
494,251,PSE,2023,67,1,Interpersonal psychological well-being among coach-athlete-sport psychology practitioner triads,1,,,1,3,1,,0
495,252,PSE,2023,67,1,Is running a state of mind? Sports training as a potential method for developing cognitive flexibility,1,3,,1,100,1,1,1
496,253,PSE,2023,67,1,"Mirror, mirror on the wall, who is the fairest dancer of them all? A naturalistic lens model study on the judgment of dance performance",1,2,,1,33,1,0,1
497,254,PSE,2023,67,1,Pacing strategy in trail running: A cognitive subtractive model of the affective balance between effort and pleasure?,1,1,2,1,50,1,1,1
498,255,PSE,2023,67,1,Perceived self-efficacy by Under-10 tennis players when scaling the equipment and play area,1,1,1,1,20,1,0,1
499,256,PSE,2023,67,1,Predictors of changes in running and smoking identity among individuals in the Run to Quit smoking cessation program,1,1,1,1,450,1,1,1
500,257,PSE,2023,67,1,"Resilience and Enhancement in Sport, Exercise, & Training (RESET): A brief self-compassion intervention with NCAA student-athletes",1,1,2,1,250,1,1,1
501,258,PSE,2023,67,1,Screen-based and non-screen-based sedentary behaviors are differentially associated with affective states in older adults,1,3,,1,104,1,0,1
502,259,PSE,2023,67,1,Screen-based and non-screen-based sedentary behaviors are differentially associated with affective states in older adults,2,3,,1,91,1,0,1
503,260,PSE,2023,67,1,"Sport bodies: An examination of positive body image, sport-confidence, and subjective sport performance in Jamaican athletes",1,3,,1,314,1,0,1
504,261,PSE,2023,67,1,The role of career adaptability resources in dual career pathways: A person-oriented longitudinal study across elite sports upper secondary school,1,3,,1,391,1,0,1
505,262,PSE,2023,67,1,The Transtheoretical model’s processes of change in the heart of a physical activity intervention: A series of n-of-1,1,,,1,12,1,,0
506,263,PSE,2023,67,1,Understanding mental toughness at a Women’s Australian rules football club,1,,,1,10,1,,0
507,264,PSE,2023,68,1,“I’m just not feeling it”: Affective processing of episodic physical activity memories differs between physically active and inactive individuals,1,2,,1,76,1,,1
508,265,PSE,2023,68,1,“Icing the shooter” in basketball: The unintended consequences of time-out management when the game is on the line,1,,,1,,,,0
509,266,PSE,2023,68,1,“Profiles of motor competence and its perception accuracy among children: Association with physical fitness and body fat”,1,3,,1,287,1,0,1
510,267,PSE,2023,68,1,Action outcome probability influences the size of the head-fake effect in basketball,1,1,2,1,31,1,1,1
511,268,PSE,2023,68,1,Action outcome probability influences the size of the head-fake effect in basketball,2,1,2,1,32,1,1,1
512,269,PSE,2023,68,1,"Association of parent, coach, and peer motivational climate with high school athlete burnout and engagement: Comparing mediation and moderation models",1,3,,1,150,1,0,1
513,270,PSE,2023,68,1,Attraction toward physical activity as a moderator of socio-cognitive predictors of physical activity,1,3,,1,582,1,0,1
514,271,PSE,2023,68,1,Communication profiles and sport experiences of collegiate track and field athletes,1,3,,1,219,1,0,1
515,272,PSE,2023,68,1,Early childhood educator outcomes from online professional development for physical literacy: A randomised controlled trial,1,1,2,1,87,1,1,1
516,273,PSE,2023,68,1,Effects of Stroop task duration on subsequent cognitive and physical performance,1,1,3,1,180,1,0,1
517,274,PSE,2023,68,1,I AM FAMILY: Understanding the adapted sport experiences of family members of military personnel with physical and psychological illnesses and injuries through the lens of the Invictus Games,1,,,1,21,1,,0
518,275,PSE,2023,68,1,Increased anxiety and depression among collegiate athletes with comorbid ADHD and history of concussion,1,3,,1,324,1,0,1
519,276,PSE,2023,68,1,Mental health profiles among 13-16-year-Old Norwegian talent and mainstream students - A prospective person-centered analytical approach,1,3,,1,946,1,0,1
520,277,PSE,2023,68,1,Mind over body: Interfering with the inner voice is detrimental to endurance performance,1,1,1,1,49,1,0,1
521,278,PSE,2023,68,1,Mind over body: Interfering with the inner voice is detrimental to endurance performance,2,1,1,1,50,1,0,1
522,279,PSE,2023,68,1,"Mind-over-body beliefs in sport and exercise: A driving force for training volume and performance, but with risks for exercise addiction",1,3,,1,469,1,0,1
523,280,PSE,2023,68,1,"Mind-over-body beliefs in sport and exercise: A driving force for training volume and performance, but with risks for exercise addiction",2,3,,1,263,1,0,1
524,281,PSE,2023,68,1,"Mind-over-body beliefs in sport and exercise: A driving force for training volume and performance, but with risks for exercise addiction",3,3,,1,143,1,0,1
525,282,PSE,2023,68,1,"Mind-over-body beliefs in sport and exercise: A driving force for training volume and performance, but with risks for exercise addiction",4,3,,1,87,1,0,1
526,283,PSE,2023,68,1,"Mind-over-body beliefs in sport and exercise: A driving force for training volume and performance, but with risks for exercise addiction",5,3,,1,58,1,0,1
527,284,PSE,2023,68,1,"Mind-over-body beliefs in sport and exercise: A driving force for training volume and performance, but with risks for exercise addiction",6,3,,1,101,1,0,1
528,285,PSE,2023,68,1,Motor learning without physical practice: The effects of combined action observation and motor imagery practice on cup-stacking speed,1,1,2,1,26,1,1,1
529,286,PSE,2023,68,1,Organic self-talk content categories and their relations to sport-specific contextual and personal factors,1,3,,1,216,1,1,1
530,287,PSE,2023,68,1,"Teamwork makes the dream work: Testing for shared perceptions on psycho-behavioural skills between athletes, coaches and parents",1,3,,1,122,1,0,1
531,288,PSE,2023,68,1,The impact of living in a bio-secure bubble on mental health: An examination in elite cricket,1,3,,1,68,1,1,1
532,289,PSE,2023,68,1,The influence of mental toughness on responses to feedback in snooker: A real-time examination,1,2,,1,40,1,0,1
533,290,PSE,2023,68,1,The influence of mental toughness on responses to feedback in snooker: A real-time examination,2,2,,1,40,1,0,1
534,291,PSE,2023,68,1,The interplay between parental behaviors and adolescents’ sports-related values in understanding adolescents’ dropout of organized sports activities,1,3,,1,420,1,0,1
535,292,PSE,2023,68,1,"The relationship between deliberate practice, play, and futsal in childhood and adolescence and the development of different decision-making skills in professional female soccer players",1,3,,1,77,1,0,1
536,293,PSE,2023,68,1,Within-person association of volitional factors and physical activity: Insights from an ecological momentary assessment study,1,3,,1,35,1,0,1
537,294,PSE,2023,69,1,“I think the best athletes use it”: Masculinities and self-compassion among men varsity athletes,1,,,1,11,1,,0
538,295,PSE,2023,69,1,‘On-the ground’ strategy matrix for fostering quality participation experiences among persons with disabilities in community-based exercise programs,1,,,1,,0,,0
539,296,PSE,2023,69,1,“Switching the mind off completely” – Understanding the psychology of rest in coaches,1,,,1,22,1,,0
540,297,PSE,2023,69,1,"A conditional process model of perfectionism, goal-realization, and post-competition mood",1,3,,1,251,1,0,1
541,298,PSE,2023,69,1,A mixed methods exploration of the parent perspective of talent development environments across a national multi-sport landscape,1,3,,1,485,1,0,1
542,299,PSE,2023,69,1,A national anti-doping education programme reduces doping susceptibility in British athletes,1,1,1,1,302,1,1,1
543,300,PSE,2023,69,1,Affective reactions to real-life stressors and the role of physical activity in sports students – An Ambulatory Assessment study,1,3,,1,62,1,1,1
544,301,PSE,2023,69,1,Affective responses to stretching exercises: Exploring the timing of assessments,1,1,1,1,34,1,1,1
545,302,PSE,2023,69,1,Body-related emotions and subsequent physical activity behaviour: An ecological momentary assessment,1,3,,1,98,1,0,1
546,303,PSE,2023,69,1,Brief mindfulness meditation intervention improves attentional control of athletes in virtual reality shooting competition: Evidence from fNIRS and eye tracking,1,1,3,1,76,1,1,1
547,304,PSE,2023,69,1,Examining the effect of task constraints on the emergence of creative action in young elite football players by using a method combining expert judgement and frequency count,1,4,,1,240,1,1,0
548,305,PSE,2023,69,1,Investigating real-time physical activity behavior using ecological momentary assessment: Effects of mental fatigue and benefit-cost valuations?,1,3,,1,100,1,0,1
549,306,PSE,2023,69,1,Maltreatment experiences and mental health indicators among elite athletes,1,3,,1,995,1,0,1
550,307,PSE,2023,69,1,Measuring sport fantasy proneness and deflated reality in sport and performance: Development and validation of two context-specific instruments,1,,,1,515,1,,0
551,308,PSE,2023,69,1,Measuring sport fantasy proneness and deflated reality in sport and performance: Development and validation of two context-specific instruments,2,,,1,118,1,,0
552,309,PSE,2023,69,1,Moderate-to-vigorous intensity cycling exercise immediately after visual learning enhances delayed recognition memory performance,1,1,3,1,72,1,1,1
553,310,PSE,2023,69,1,Only my group will do: Evidence that social support protects athletes from burnout when they identify with those who provide it,1,3,,1,444,1,1,1
554,311,PSE,2023,69,1,Only my group will do: Evidence that social support protects athletes from burnout when they identify with those who provide it,2,3,,1,320,1,1,1
555,312,PSE,2023,69,1,Persistence and pleasure in VR: Enhancing Exercise Endurance and Enjoyment through Virtual Environments,1,1,2,1,97,1,0,1
556,313,PSE,2023,69,1,Predicting high quality of participation in adaptive snow-sports for individuals with disabilities: An exploratory study,1,3,,1,133,1,0,1
557,314,PSE,2023,69,1,Predictors and outcomes of sports coaches’ athlete-invested contingent self-worth,1,3,,1,740,1,0,1
558,315,PSE,2023,69,1,Predictors and outcomes of sports coaches’ athlete-invested contingent self-worth,2,1,2,1,318,1,0,1
559,316,PSE,2023,69,1,Psychological injury rehabilitation lags behind physical rehabilitation: Elite athletes’ experiences and support within Chinese context,1,,,1,10,1,,0
560,317,PSE,2023,69,1,Reinvestment in one versus one in-field and shoot-out field hockey performance,1,3,,1,22,1,0,1
561,318,PSE,2023,69,1,Temporal perception in closed-skill sports: An experimental study on expert swimmers and runners,1,2,,1,84,1,0,1
562,319,PSE,2023,69,1,The effect of COVID-19 on home advantage in high- and low-stake situations: Evidence from the European national football competitions,1,,,1,,,,0
563,320,PSE,2023,69,1,"The effects of rational emotive behavior therapy and motivational interviewing on emotions, automatic thoughts, and perceived performance of elite female volleyball players?",1,,,1,5,1,,0
564,321,PSE,2023,69,1,"The influence of an esports-adapted coping effectiveness training (E-CET) on resilience, mental health, and subjective performance among elite league of Legends players: A pilot study",1,1,1,1,5,1,0,1
565,322,PSE,2023,69,1,The Stride program: Feasibility and pre-to-post program change of an exercise service for university students experiencing mental distress,1,1,1,1,114,1,1,1
566,323,PSE,2023,69,1,The use of heart rate variability in esports: A systematic review,1,,,0,,,,0
567,324,PSE,2023,69,1,Using video docuseries to explore male professional football head coaches’ well-being experiences throughout a season,1,,,1,,,,0
568,325,PSE,2023,69,1,"When hockey parents are motivationally imbalanced: Passion, need satisfaction, and verbal aggression toward officials",1,3,,1,992,1,1,1
